106.921131,29.6142
106.928691,29.616213
106.950664,29.612482
106.986026,29.606662
107.003192,29.60696
107.007999,29.609647
107.013149,29.615318
107.019329,29.619347
107.024822,29.622929
107.035636,29.625764
107.048854,29.635314
107.057609,29.640088
107.081813,29.645907
107.09692,29.644266
107.112884,29.6471
107.130565,29.645161
107.159576,29.65441
107.166271,29.653813
107.182922,29.654112
107.191848,29.657692
107.193908,29.657841
107.215881,29.658438
107.223262,29.660526
107.227726,29.66515
107.229442,29.671117
107.235794,29.675293
107.246093,29.676784
107.251415,29.681706
107.255706,29.684987
107.263774,29.688119
107.269439,29.689163
107.270298,29.689163
107.281456,29.696619
107.303943,29.694531
107.313728,29.684987
107.321968,29.682601
107.326609,29.682774
